date,Mon,Tue,Wed,Thr,Fri,Sat,Sun,SNOW,Precipitation,Holiday,yellow taxi,FHV,Total (FHV + yellow taxi)
1/6/2016,0,0,1,0,0,0,0,0,0,0,11541,3064,14605
1/7/2016,0,0,0,1,0,0,0,0,0,0,12563,3229,15792
1/8/2016,0,0,0,0,1,0,0,0,0,0,13602,3749,17351
1/9/2016,0,0,0,0,0,1,0,0,0,0,11869,3209,15078
1/10/2016,0,0,0,0,0,0,1,0,1.8,0,9333,2545,11878
1/11/2016,1,0,0,0,0,0,0,0,0,0,11491,2942,14433
1/12/2016,0,1,0,0,0,0,0,0,0,0,12844,3212,16056
1/13/2016,0,0,1,0,0,0,0,0,0,0,13575,3688,17263
1/14/2016,0,0,0,1,0,0,0,0,0,0,13972,3885,17857
1/15/2016,0,0,0,0,1,0,0,0,0,0,13601,3991,17592
1/16/2016,0,0,0,0,0,1,0,0,0.24,0,11906,3232,15138
1/17/2016,0,0,0,0,0,0,1,0.4,0.05,0,10409,2935,13344
1/18/2016,1,0,0,0,0,0,0,0,0,1,10107,2664,12771
1/19/2016,0,1,0,0,0,0,0,0,0,0,12809,3874,16683
1/20/2016,0,0,1,0,0,0,0,0,0,0,13205,3772,16977
1/21/2016,0,0,0,1,0,0,0,0,0,0,13733,4204,17937
1/22/2016,0,0,0,0,1,0,0,0.2,0.01,0,14269,4393,18662
1/23/2016,0,0,0,0,0,1,0,27.3,2.31,0,2291,1012,3303
1/24/2016,0,0,0,0,0,0,1,0,0,0,4321,1788,6109
1/25/2016,1,0,0,0,0,0,0,0,0,0,8949,2842,11791
1/26/2016,0,1,0,0,0,0,0,0,0,0,10750,3283,14033
1/27/2016,0,0,1,0,0,0,0,0,0,0,12212,3439,15651
1/28/2016,0,0,0,1,0,0,0,0,0,0,13046,3950,16996
1/29/2016,0,0,0,0,1,0,0,0,0,0,13912,4496,18408
1/30/2016,0,0,0,0,0,1,0,0,0,0,12409,3782,16191
1/31/2016,0,0,0,0,0,0,1,0,0,0,9827,2686,12513
2/1/2016,1,0,0,0,0,0,0,0,0.01,0,11751,3152,14903
2/2/2016,0,1,0,0,0,0,0,0,0,0,12747,3409,16156
2/3/2016,0,0,1,0,0,0,0,0,0.73,0,13349,4335,17684
2/4/2016,0,0,0,1,0,0,0,0,0,0,14460,4131,18591
2/5/2016,0,0,0,0,1,0,0,2.5,0.53,0,13926,4621,18547
2/6/2016,0,0,0,0,0,1,0,0,0,0,11908,3596,15504
2/7/2016,0,0,0,0,0,0,1,0,0,0,10350,3001,13351
2/8/2016,1,0,0,0,0,0,0,0.1,0.05,0,11643,3299,14942
2/9/2016,0,1,0,0,0,0,0,0,0,0,12805,3637,16442
2/10/2016,0,0,1,0,0,0,0,0,0.01,0,13783,4038,17821
2/11/2016,0,0,0,1,0,0,0,0,0,0,14772,4656,19428
2/12/2016,0,0,0,0,1,0,0,0,0,0,14284,4833,19117
2/13/2016,0,0,0,0,0,1,0,0,0,0,12064,4507,16571
2/14/2016,0,0,0,0,0,0,1,0,0,0,10948,4143,15091
2/15/2016,1,0,0,0,0,0,0,1.4,0.44,0,10325,3001,13326
2/16/2016,0,1,0,0,0,0,0,0,1.01,0,12541,3763,16304
2/17/2016,0,0,1,0,0,0,0,0,0,0,13604,3713,17317
2/18/2016,0,0,0,1,0,0,0,0,0,0,14338,4215,18553
2/19/2016,0,0,0,0,1,0,0,0,0,0,14385,4707,19092
2/20/2016,0,0,0,0,0,1,0,0,0,0,12020,3722,15742
2/21/2016,0,0,0,0,0,0,1,0,0.03,0,9628,2680,12308
2/22/2016,1,0,0,0,0,0,0,0,0,0,11810,3083,14893
2/23/2016,0,1,0,0,0,0,0,0,0.3,0,13651,4377,18028
2/24/2016,0,0,1,0,0,0,0,0,1.22,0,14517,4986,19503
2/25/2016,0,0,0,1,0,0,0,0,0.02,0,14298,4261,18559
2/26/2016,0,0,0,0,1,0,0,0,0,0,14714,4609,19323
2/27/2016,0,0,0,0,0,1,0,0,0,0,12673,3847,16520
2/28/2016,0,0,0,0,0,0,1,0,0,0,9464,2670,12134
2/29/2016,1,0,0,0,0,0,0,0,0.05,0,11602,3078,14680
3/1/2016,0,1,0,0,0,0,0,0,0,0,12601,3294,15895
3/2/2016,0,0,1,0,0,0,0,0,0.14,0,13665,3774,17439
3/3/2016,0,0,0,1,0,0,0,0,0,0,14338,4164,18502
3/4/2016,0,0,0,0,1,0,0,0.4,0.11,0,14557,4590,19147
3/5/2016,0,0,0,0,0,1,0,0,0,0,12553,3712,16265
3/6/2016,0,0,0,0,0,0,1,0,0,0,9786,2744,12530
3/7/2016,1,0,0,0,0,0,0,0,0,0,11621,2995,14616
3/8/2016,0,1,0,0,0,0,0,0,0,0,12789,3399,16188
3/9/2016,0,0,1,0,0,0,0,0,0,0,13508,3542,17050
3/10/2016,0,0,0,1,0,0,0,0,0,0,14586,4048,18634
3/11/2016,0,0,0,0,1,0,0,0,0.06,0,14191,4041,18232
3/12/2016,0,0,0,0,0,1,0,0,0,0,12614,3600,16214
3/13/2016,0,0,0,0,0,0,1,0,0,0,9689,2442,12131
3/14/2016,1,0,0,0,0,0,0,0,0.29,0,13057,3771,16828
3/15/2016,0,1,0,0,0,0,0,0,0,0,13244,3492,16736
3/16/2016,0,0,1,0,0,0,0,0,0.02,0,13588,3710,17298
3/17/2016,0,0,0,1,0,0,0,0,0,0,14328,4425,18753
3/18/2016,0,0,0,0,1,0,0,0,0,0,14990,4313,19303
3/19/2016,0,0,0,0,0,1,0,0,0,0,12691,3665,16356
3/20/2016,0,0,0,0,0,0,1,0,0.07,0,10426,2875,13301
3/21/2016,1,0,0,0,0,0,0,0.5,0.06,0,11670,3242,14912
3/22/2016,0,1,0,0,0,0,0,0,0,0,12919,3669,16588
3/23/2016,0,0,1,0,0,0,0,0,0,0,13500,3955,17455
3/24/2016,0,0,0,1,0,0,0,0,0,0,14586,4250,18836
3/25/2016,0,0,0,0,1,0,0,0,0.04,0,13366,4206,17572
3/26/2016,0,0,0,0,0,1,0,0,0,0,11161,3251,14412
3/27/2016,0,0,0,0,0,0,1,0,0,0,9264,2480,11744
3/28/2016,1,0,0,0,0,0,0,0,0.38,0,11680,3358,15038
3/29/2016,0,1,0,0,0,0,0,0,0,0,12776,3528,16304
3/30/2016,0,0,1,0,0,0,0,0,0,0,13537,3828,17365
3/31/2016,0,0,0,1,0,0,0,0,0,0,14329,3692,18021
4/1/2016,0,0,0,0,1,0,0,0,0.02,0,14166,4698,18864
4/2/2016,0,0,0,0,0,1,0,0,0.16,0,13461,3953,17414
4/3/2016,0,0,0,0,0,0,1,0,0.09,0,10502,2929,13431
4/4/2016,1,0,0,0,0,0,0,0,0.47,0,12668,3939,16607
4/5/2016,0,1,0,0,0,0,0,0,0,0,13207,3878,17085
4/6/2016,0,0,1,0,0,0,0,0,0,0,14072,4225,18297
4/7/2016,0,0,0,1,0,0,0,0,0.09,0,14182,4390,18572
4/8/2016,0,0,0,0,1,0,0,0,0.01,0,14415,4823,19238
4/9/2016,0,0,0,0,0,1,0,0,0.11,0,12630,4519,17149
4/10/2016,0,0,0,0,0,0,1,0,0,0,10109,2850,12959
4/11/2016,1,0,0,0,0,0,0,0,0.01,0,11846,3340,15186
4/12/2016,0,1,0,0,0,0,0,0,0.2,0,13726,3936,17662
4/13/2016,0,0,1,0,0,0,0,0,0,0,13319,3832,17151
4/14/2016,0,0,0,1,0,0,0,0,0,0,13455,4150,17605
4/15/2016,0,0,0,0,1,0,0,0,0,0,14065,4524,18589
4/16/2016,0,0,0,0,0,1,0,0,0,0,12899,3664,16563
4/17/2016,0,0,0,0,0,0,1,0,0,0,10670,2781,13451
4/18/2016,1,0,0,0,0,0,0,0,0,0,11425,3010,14435
4/19/2016,0,1,0,0,0,0,0,0,0,0,12578,3376,15954
4/20/2016,0,0,1,0,0,0,0,0,0,0,12863,3726,16589
4/21/2016,0,0,0,1,0,0,0,0,0,0,12429,4042,16471
4/22/2016,0,0,0,0,1,0,0,0,0,0,12211,3833,16044
4/23/2016,0,0,0,0,0,1,0,0,0.16,0,10920,3173,14093
4/24/2016,0,0,0,0,0,0,1,0,0,0,9229,2439,11668
4/25/2016,1,0,0,0,0,0,0,0,0,0,11030,2912,13942
4/26/2016,0,1,0,0,0,0,0,0,0.24,0,12661,3624,16285
4/27/2016,0,0,1,0,0,0,0,0,0,0,12919,3731,16650
4/28/2016,0,0,0,1,0,0,0,0,0,0,13863,4307,18170
4/29/2016,0,0,0,0,1,0,0,0,0.05,0,13819,4645,18464
4/30/2016,0,0,0,0,0,1,0,0,0,0,12155,3576,15731
5/1/2016,0,0,0,0,0,0,1,0,0.16,0,10329,2942,13271
5/2/2016,1,0,0,0,0,0,0,0,0.04,0,11820,3295,15115
5/3/2016,0,1,0,0,0,0,0,0,0.61,0,13398,4347,17745
5/4/2016,0,0,1,0,0,0,0,0,0.01,0,13913,4484,18397
5/5/2016,0,0,0,1,0,0,0,0,0,0,14898,5030,19928
5/6/2016,0,0,0,0,1,0,0,0,0.54,0,14155,6021,20176
5/7/2016,0,0,0,0,0,1,0,0,0,0,12375,3750,16125
5/8/2016,0,0,0,0,0,0,1,0,0.16,0,9854,2713,12567
5/9/2016,1,0,0,0,0,0,0,0,0,0,11455,3050,14505
5/10/2016,0,1,0,0,0,0,0,0,0,0,12800,3795,16595
5/11/2016,0,0,1,0,0,0,0,0,0,0,12851,3970,16821
5/12/2016,0,0,0,1,0,0,0,0,0,0,13388,4531,17919
5/13/2016,0,0,0,0,1,0,0,0,0.25,0,12296,4997,17293
5/14/2016,0,0,0,0,0,1,0,0,0,0,12076,3925,16001
5/15/2016,0,0,0,0,0,0,1,0,0,0,10998,2997,13995
5/16/2016,1,0,0,0,0,0,0,0,0,0,12674,3541,16215
5/17/2016,0,1,0,0,0,0,0,0,0,0,12722,4109,16831
5/18/2016,0,0,1,0,0,0,0,0,0,0,11742,4158,15900
5/19/2016,0,0,0,1,0,0,0,0,0,0,12890,4318,17208
5/20/2016,0,0,0,0,1,0,0,0,0,0,13201,4477,17678
5/21/2016,0,0,0,0,0,1,0,0,0.04,0,12112,3948,16060
5/22/2016,0,0,0,0,0,0,1,0,0.09,0,9723,2666,12389
5/23/2016,1,0,0,0,0,0,0,0,0.02,0,11543,3372,14915
5/24/2016,0,1,0,0,0,0,0,0,0.18,0,12763,4018,16781
5/25/2016,0,0,1,0,0,0,0,0,0,0,13118,4115,17233
5/26/2016,0,0,0,1,0,0,0,0,0,0,13184,4358,17542
5/27/2016,0,0,0,0,1,0,0,0,0,0,12012,3936,15948
5/28/2016,0,0,0,0,0,1,0,0,0,0,9091,3093,12184
5/29/2016,0,0,0,0,0,0,1,0,0,0,8021,2410,10431
5/30/2016,1,0,0,0,0,0,0,0,1.65,1,7479,2342,9821
5/31/2016,0,1,0,0,0,0,0,0,0,0,11527,3362,14889
6/1/2016,0,0,1,0,0,0,0,0,0,0,12364,3775,16139
6/2/2016,0,0,0,1,0,0,0,0,0,0,13595,4425,18020
6/3/2016,0,0,0,0,1,0,0,0,0.04,0,13884,5024,18908
6/4/2016,0,0,0,0,0,1,0,0,0.4,0,11691,4198,15889
6/5/2016,0,0,0,0,0,0,1,0,0.91,0,9583,3276,12859
6/6/2016,1,0,0,0,0,0,0,0,0,0,11559,3604,15163
6/7/2016,0,1,0,0,0,0,0,0,0,0,12558,4400,16958
6/8/2016,0,0,1,0,0,0,0,0,0.45,0,12377,4926,17303
6/9/2016,0,0,0,1,0,0,0,0,0,0,13639,4769,18408
6/10/2016,0,0,0,0,1,0,0,0,0,0,13245,4855,18100
6/11/2016,0,0,0,0,0,1,0,0,0,0,11522,4286,15808
6/12/2016,0,0,0,0,0,0,1,0,0,0,9262,3156,12418
6/13/2016,1,0,0,0,0,0,0,0,0,0,11380,3361,14741
6/14/2016,0,1,0,0,0,0,0,0,0,0,12200,4008,16208
6/15/2016,0,0,1,0,0,0,0,0,0,0,13126,4341,17467
6/16/2016,0,0,0,1,0,0,0,0,0.22,0,13877,4969,18846
6/17/2016,0,0,0,0,1,0,0,0,0,0,13305,4603,17908
6/18/2016,0,0,0,0,0,1,0,0,0,0,10826,3692,14518
6/19/2016,0,0,0,0,0,0,1,0,0,0,9577,2731,12308
6/20/2016,1,0,0,0,0,0,0,0,0,0,11345,3338,14683
6/21/2016,0,1,0,0,0,0,0,0,0,0,12945,4089,17034
6/22/2016,0,0,1,0,0,0,0,0,0,0,12913,4478,17391
6/23/2016,0,0,0,1,0,0,0,0,0,0,13766,4778,18544
6/24/2016,0,0,0,0,1,0,0,0,0,0,12945,4846,17791
6/25/2016,0,0,0,0,0,1,0,0,0,0,11013,4194,15207
6/26/2016,0,0,0,0,0,0,1,0,0,0,9353,3010,12363
6/27/2016,1,0,0,0,0,0,0,0,0.45,0,12137,3836,15973
6/28/2016,0,1,0,0,0,0,0,0,0.12,0,12145,4269,16414
6/29/2016,0,0,1,0,0,0,0,0,0.01,0,12798,4310,17108
6/30/2016,0,0,0,1,0,0,0,0,0,0,12385,4256,16641
7/1/2016,0,0,0,0,1,0,0,0,0.83,0,10618,4183,14801
7/2/2016,0,0,0,0,0,1,0,0,0,0,6955,2698,9653
7/3/2016,0,0,0,0,0,0,1,0,0,0,5938,2240,8178
7/4/2016,1,0,0,0,0,0,0,0,0.49,1,7557,2605,10162
7/5/2016,0,1,0,0,0,0,0,0,0.66,0,10330,3471,13801
7/6/2016,0,0,1,0,0,0,0,0,0,0,11122,4039,15161
7/7/2016,0,0,0,1,0,0,0,0,0.04,0,13352,4908,18260
7/8/2016,0,0,0,0,1,0,0,0,0.08,0,12264,4963,17227
7/9/2016,0,0,0,0,0,1,0,0,0.53,0,9919,4124,14043
7/10/2016,0,0,0,0,0,0,1,0,0,0,8679,2952,11631
7/11/2016,1,0,0,0,0,0,0,0,0,0,10636,3761,14397
7/12/2016,0,1,0,0,0,0,0,0,0,0,12397,4239,16636
7/13/2016,0,0,1,0,0,0,0,0,0,0,13478,5247,18725
7/14/2016,0,0,0,1,0,0,0,0,0.62,0,13508,5292,18800
7/15/2016,0,0,0,0,1,0,0,0,0,0,13194,5544,18738
7/16/2016,0,0,0,0,0,1,0,0,0,0,10524,4319,14843
7/17/2016,0,0,0,0,0,0,1,0,0,0,9442,3220,12662
7/18/2016,1,0,0,0,0,0,0,0,0.35,0,11604,4379,15983
7/19/2016,0,1,0,0,0,0,0,0,0,0,12156,4435,16591
7/20/2016,0,0,1,0,0,0,0,0,0,0,12880,4785,17665
7/21/2016,0,0,0,1,0,0,0,0,0,0,12762,5274,18036
7/22/2016,0,0,0,0,1,0,0,0,0,0,12960,5486,18446
7/23/2016,0,0,0,0,0,1,0,0,0,0,10554,4553,15107
7/24/2016,0,0,0,0,0,0,1,0,0,0,9974,3702,13676
7/25/2016,1,0,0,0,0,0,0,0,1,0,11377,4970,16347
7/26/2016,0,1,0,0,0,0,0,0,0,0,12594,4661,17255
7/27/2016,0,0,1,0,0,0,0,0,0,0,12998,5024,18022
7/28/2016,0,0,0,1,0,0,0,0,0,0,13502,5458,18960
7/29/2016,0,0,0,0,1,0,0,0,1.09,0,12974,5614,18588
7/30/2016,0,0,0,0,0,1,0,0,0.25,0,10268,4784,15052
7/31/2016,0,0,0,0,0,0,1,0,1.08,0,8591,3508,12099
8/1/2016,1,0,0,0,0,0,0,0,0,0,10834,3978,14812
8/2/2016,0,1,0,0,0,0,0,0,0,0,11794,4305,16099
8/3/2016,0,0,1,0,0,0,0,0,0,0,12061,4369,16430
8/4/2016,0,0,0,1,0,0,0,0,0,0,13046,4830,17876
8/5/2016,0,0,0,0,1,0,0,0,0,0,12291,4991,17282
8/6/2016,0,0,0,0,0,1,0,0,0.05,0,9378,4057,13435
8/7/2016,0,0,0,0,0,0,1,0,0,0,8723,3317,12040
8/8/2016,1,0,0,0,0,0,0,0,0,0,10394,3747,14141
8/9/2016,0,1,0,0,0,0,0,0,0,0,11988,4135,16123
8/10/2016,0,0,1,0,0,0,0,0,0.09,0,12722,5012,17734
8/11/2016,0,0,0,1,0,0,0,0,0.15,0,13612,5534,19146
8/12/2016,0,0,0,0,1,0,0,0,0.32,0,12838,5567,18405
8/13/2016,0,0,0,0,0,1,0,0,0,0,9417,4466,13883
8/14/2016,0,0,0,0,0,0,1,0,0.06,0,8620,3798,12418
8/15/2016,1,0,0,0,0,0,0,0,0,0,11075,4090,15165
8/16/2016,0,1,0,0,0,0,0,0,0.11,0,12225,5072,17297
8/17/2016,0,0,1,0,0,0,0,0,0.01,0,12395,4801,17196
8/18/2016,0,0,0,1,0,0,0,0,0.03,0,12797,4930,17727
8/19/2016,0,0,0,0,1,0,0,0,0.01,0,11797,5084,16881
8/20/2016,0,0,0,0,0,1,0,0,0.82,0,8683,4112,12795
8/21/2016,0,0,0,0,0,0,1,0,0.31,0,8573,3530,12103
8/22/2016,1,0,0,0,0,0,0,0,0,0,10167,3736,13903
8/23/2016,0,1,0,0,0,0,0,0,0,0,10896,4235,15131
8/24/2016,0,0,1,0,0,0,0,0,0,0,11689,4564,16253
8/25/2016,0,0,0,1,0,0,0,0,0.01,0,12243,4991,17234
8/26/2016,0,0,0,0,1,0,0,0,0,0,11377,5007,16384
8/27/2016,0,0,0,0,0,1,0,0,0,0,8881,4138,13019
8/28/2016,0,0,0,0,0,0,1,0,0,0,8753,3579,12332
8/29/2016,1,0,0,0,0,0,0,0,0,0,10178,4041,14219
8/30/2016,0,1,0,0,0,0,0,0,0,0,11135,4239,15374
8/31/2016,0,0,1,0,0,0,0,0,0,0,11783,4690,16473
9/1/2016,0,0,0,1,0,0,0,0,0.5,0,12215,5108,17323
9/2/2016,0,0,0,0,1,0,0,0,0,0,10316,4514,14830
9/3/2016,0,0,0,0,0,1,0,0,0,0,7632,3581,11213
9/4/2016,0,0,0,0,0,0,1,0,0,0,6972,3419,10391
9/5/2016,1,0,0,0,0,0,0,0,0,1,6859,2943,9802
9/6/2016,0,1,0,0,0,0,0,0,0,0,11154,4091,15245
9/7/2016,0,0,1,0,0,0,0,0,0,0,12340,4613,16953
9/8/2016,0,0,0,1,0,0,0,0,0,0,12902,5544,18446
9/9/2016,0,0,0,0,1,0,0,0,0.22,0,12714,6238,18952
9/10/2016,0,0,0,0,0,1,0,0,0,0,11503,5403,16906
9/11/2016,0,0,0,0,0,0,1,0,0,0,9527,3976,13503
9/12/2016,1,0,0,0,0,0,0,0,0,0,10250,4287,14537
9/13/2016,0,1,0,0,0,0,0,0,0,0,11650,4668,16318
9/14/2016,0,0,1,0,0,0,0,0,0.56,0,11649,5128,16777
9/15/2016,0,0,0,1,0,0,0,0,0,0,12517,5403,17920
9/16/2016,0,0,0,0,1,0,0,0,0,0,12114,5737,17851
9/17/2016,0,0,0,0,0,1,0,0,0,0,10476,5031,15507
9/18/2016,0,0,0,0,0,0,1,0,0,0,9683,4069,13752
9/19/2016,1,0,0,0,0,0,0,0,0.68,0,8686,3523,12209
9/20/2016,0,1,0,0,0,0,0,0,0,0,9662,3819,13481
9/21/2016,0,0,1,0,0,0,0,0,0,0,9867,4080,13947
9/22/2016,0,0,0,1,0,0,0,0,0,0,11556,4885,16441
9/23/2016,0,0,0,0,1,0,0,0,0.01,0,11396,5482,16878
9/24/2016,0,0,0,0,0,1,0,0,0.2,0,10761,4955,15716
9/25/2016,0,0,0,0,0,0,1,0,0,0,9381,3714,13095
9/26/2016,1,0,0,0,0,0,0,0,0,0,10601,4017,14618
9/27/2016,0,1,0,0,0,0,0,0,0.22,0,11700,4582,16282
9/28/2016,0,0,1,0,0,0,0,0,0,0,12409,5087,17496
9/29/2016,0,0,0,1,0,0,0,0,0,0,12580,5599,18179
9/30/2016,0,0,0,0,1,0,0,0,0.4,0,11316,6300,17616
10/1/2016,0,0,0,0,0,1,0,0,0,0,10257,4885,15142
10/2/2016,0,0,0,0,0,0,1,0,0,0,8566,3559,12125
10/3/2016,1,0,0,0,0,0,0,0,0,0,9038,3482,12520
10/4/2016,0,1,0,0,0,0,0,0,0,0,10584,3967,14551
10/5/2016,0,0,1,0,0,0,0,0,0,0,11953,4704,16657
10/6/2016,0,0,0,1,0,0,0,0,0,0,12581,5260,17841
10/7/2016,0,0,0,0,1,0,0,0,0,0,12036,5423,17459
10/8/2016,0,0,0,0,0,1,0,0,0.23,0,10382,5689,16071
10/9/2016,0,0,0,0,0,0,1,0,0.55,0,8655,4351,13006
10/10/2016,1,0,0,0,0,0,0,0,0,0,9292,3791,13083
10/11/2016,0,1,0,0,0,0,0,0,0,0,10662,4195,14857
10/12/2016,0,0,1,0,0,0,0,0,0,0,10399,3712,14111
10/13/2016,0,0,0,1,0,0,0,0,0,0,12657,5251,17908
10/14/2016,0,0,0,0,1,0,0,0,0,0,12273,5735,18008
10/15/2016,0,0,0,0,0,1,0,0,0,0,10357,5136,15493
10/16/2016,0,0,0,0,0,0,1,0,0,0,8658,3884,12542
10/17/2016,1,0,0,0,0,0,0,0,0,0,10506,3890,14396
10/18/2016,0,1,0,0,0,0,0,0,0,0,11367,4433,15800
10/19/2016,0,0,1,0,0,0,0,0,0,0,11954,4754,16708
10/20/2016,0,0,0,1,0,0,0,0,0,0,12244,5212,17456
10/21/2016,0,0,0,0,1,0,0,0,1.11,0,12141,6242,18383
10/22/2016,0,0,0,0,0,1,0,0,0.29,0,10941,5473,16414
10/23/2016,0,0,0,0,0,0,1,0,0,0,9317,3809,13126
10/24/2016,1,0,0,0,0,0,0,0,0,0,10516,4156,14672
10/25/2016,0,1,0,0,0,0,0,0,0,0,11928,4564,16492
10/26/2016,0,0,1,0,0,0,0,0,0,0,12065,4993,17058
10/27/2016,0,0,0,1,0,0,0,0,1.41,0,11839,6773,18612
10/28/2016,0,0,0,0,1,0,0,0,0,0,12237,6035,18272
10/29/2016,0,0,0,0,0,1,0,0,0,0,11095,5713,16808
10/30/2016,0,0,0,0,0,0,1,0,0.56,0,10205,4793,14998
10/31/2016,1,0,0,0,0,0,0,0,0,0,9684,3882,13566
11/1/2016,0,1,0,0,0,0,0,0,0,0,11801,4486,16287
11/2/2016,0,0,1,0,0,0,0,0,0,0,11615,4768,16383
11/3/2016,0,0,0,1,0,0,0,0,0,0,12768,5745,18513
11/4/2016,0,0,0,0,1,0,0,0,0,0,12197,5446,17643
11/5/2016,0,0,0,0,0,1,0,0,0,0,10820,5123,15943
11/6/2016,0,0,0,0,0,0,1,0,0,0,9547,3674,13221
11/7/2016,1,0,0,0,0,0,0,0,0,0,10240,4200,14440
11/8/2016,0,1,0,0,0,0,0,0,0,0,10198,4202,14400
11/9/2016,0,0,1,0,0,0,0,0,0.06,0,11560,4990,16550
11/10/2016,0,0,0,1,0,0,0,0,0,0,12165,5259,17424
11/11/2016,0,0,0,0,1,0,0,0,0,1,10747,5449,16196
11/12/2016,0,0,0,0,0,1,0,0,0,0,10539,5575,16114
11/13/2016,0,0,0,0,0,0,1,0,0,0,8885,3994,12879
11/14/2016,1,0,0,0,0,0,0,0,0,0,10256,3941,14197
11/15/2016,0,1,0,0,0,0,0,0,1.81,0,11725,5267,16992
11/16/2016,0,0,1,0,0,0,0,0,0,0,11078,4623,15701
11/17/2016,0,0,0,1,0,0,0,0,0,0,11477,5047,16524
11/18/2016,0,0,0,0,1,0,0,0,0,0,11578,5198,16776
11/19/2016,0,0,0,0,0,1,0,0,0.25,0,10976,5199,16175
11/20/2016,0,0,0,0,0,0,1,0,0.31,0,8679,4191,12870
11/21/2016,1,0,0,0,0,0,0,0,0,0,10479,4658,15137
11/22/2016,0,1,0,0,0,0,0,0,0,0,11112,5089,16201
11/23/2016,0,0,1,0,0,0,0,0,0,0,9897,4626,14523
11/24/2016,0,0,0,1,0,0,0,0,0.03,1,6108,2611,8719
11/25/2016,0,0,0,0,1,0,0,0,0.02,0,6804,3044,9848
11/26/2016,0,0,0,0,0,1,0,0,0,0,8303,3938,12241
11/27/2016,0,0,0,0,0,0,1,0,0,0,7155,3148,10303
11/28/2016,1,0,0,0,0,0,0,0,0,0,9582,4016,13598
11/29/2016,0,1,0,0,0,0,0,0,2.2,0,10852,5977,16829
11/30/2016,0,0,1,0,0,0,0,0,0.73,0,11193,5721,16914
12/1/2016,0,0,0,1,0,0,0,0,0.07,0,12166,5766,17932
12/2/2016,0,0,0,0,1,0,0,0,0,0,12564,6352,18916
12/3/2016,0,0,0,0,0,1,0,0,0,0,11239,6152,17391
12/4/2016,0,0,0,0,0,0,1,0,0,0,9214,4573,13787
12/5/2016,1,0,0,0,0,0,0,0,0.19,0,10751,4650,15401
12/6/2016,0,1,0,0,0,0,0,0,0.35,0,11305,5923,17228
12/7/2016,0,0,1,0,0,0,0,0,0.09,0,12129,5682,17811
12/8/2016,0,0,0,1,0,0,0,0,0,0,12495,6278,18773
12/9/2016,0,0,0,0,1,0,0,0,0,0,12493,6925,19418
12/10/2016,0,0,0,0,0,1,0,0,0,0,12645,7579,20224
12/11/2016,0,0,0,0,0,0,1,0.4,0.03,0,8916,4928,13844
12/12/2016,1,0,0,0,0,0,0,0,0.5,0,10780,4750,15530
12/13/2016,0,1,0,0,0,0,0,0,0,0,11971,5170,17141
12/14/2016,0,0,1,0,0,0,0,0,0,0,12472,5856,18328
12/15/2016,0,0,0,1,0,0,0,0,0,0,12921,6931,19852
12/16/2016,0,0,0,0,1,0,0,0,0,0,13119,7197,20316
12/17/2016,0,0,0,0,0,1,0,2.8,0.73,0,11296,6362,17658
12/18/2016,0,0,0,0,0,0,1,0,0.04,0,9366,4424,13790
12/19/2016,1,0,0,0,0,0,0,0,0,0,11118,4801,15919
12/20/2016,0,1,0,0,0,0,0,0,0,0,11864,5000,16864
12/21/2016,0,0,1,0,0,0,0,0,0,0,11798,5055,16853
12/22/2016,0,0,0,1,0,0,0,0,0,0,11546,4884,16430
12/23/2016,0,0,0,0,1,0,0,0,0,0,9641,4048,13689
12/24/2016,0,0,0,0,0,1,0,0,0.47,0,6268,2890,9158
12/25/2016,0,0,0,0,0,0,1,0,0,0,4108,1770,5878
12/26/2016,1,0,0,0,0,0,0,0,0.02,1,5291,2221,7512
12/27/2016,0,1,0,0,0,0,0,0,0,0,7721,3208,10929
12/28/2016,0,0,1,0,0,0,0,0,0,0,8558,3633,12191
12/29/2016,0,0,0,1,0,0,0,0,0.39,0,9268,4377,13645
12/30/2016,0,0,0,0,1,0,0,0,0.01,0,9098,4386,13484
12/31/2016,0,0,0,0,0,1,0,0,0,0,7909,4987,12896
1/1/2017,0,0,0,0,0,0,1,0,0,0,8499,4174,12673
1/2/2017,1,0,0,0,0,0,0,0,0.21,1,6020,3103,9123
1/3/2017,0,1,0,0,0,0,0,0,0.58,0,8804,4372,13176
1/4/2017,0,0,1,0,0,0,0,0,0,0,9392,4008,13400
1/5/2017,0,0,0,1,0,0,0,0,0,0,10881,4954,15835
1/6/2017,0,0,0,0,1,0,0,1.2,0.05,0,11178,5687,16865
1/7/2017,0,0,0,0,0,1,0,5.1,0.32,0,8016,5670,13686
1/8/2017,0,0,0,0,0,0,1,0,0,0,7260,4348,11608
1/9/2017,1,0,0,0,0,0,0,0,0,0,9963,4920,14883
1/10/2017,0,1,0,0,0,0,0,0,0,0,10351,4912,15263
1/11/2017,0,0,1,0,0,0,0,0,0.52,0,10844,5205,16049
1/12/2017,0,0,0,1,0,0,0,0,0.05,0,11723,5363,17086
1/13/2017,0,0,0,0,1,0,0,0,0,0,11216,5884,17100
1/14/2017,0,0,0,0,0,1,0,0.6,0.12,0,9515,6304,15819
1/15/2017,0,0,0,0,0,0,1,0,0,0,7972,4736,12708
1/16/2017,1,0,0,0,0,0,0,0,0,1,7576,4049,11625
1/17/2017,0,1,0,0,0,0,0,0,0.35,0,10860,5745,16605
1/18/2017,0,0,1,0,0,0,0,0,0.06,0,11419,5395,16814
