Mon,Tue,Wed,Thr,Fri,Sat,Sun,SNOW,Precipitation,Holiday,yellow taxi,FHV,Total (FHV + yellow taxi)
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8458854914836856,0.13999486257385052,0.7298136645962733
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9505438128462959,0.17248908296943233,0.8304912478825521
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9209932279909706,0.19034163883894167,0.8139469226425748
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006622516556291392,0.0,0.8662699227033314,0.13960955561263805,0.7464709203839639
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6414939462343526,0.06884151040328794,0.5298136645962733
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029801324503311258,0.0,0.7482727956768589,0.11379398921140509,0.6377188029361942
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0036630036630036634,0.003311258278145696,0.0,0.8618920582803201,0.11790393013100435,0.7333145115753812
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9129899445926534,0.14359106087849988,0.7867871259175607
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9649086804843013,0.18019522219368095,0.8457368718238283
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9197619536219989,0.21512972001027486,0.823828345567476
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03296703296703297,0.006622516556291392,0.0,0.8100417265202818,0.18777292576419213,0.7212309429700734
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.665709008824133,0.1148214744413049,0.5700169395821569
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702236815103633,0.10030824556896993,0.5673630717108978
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12087912087912088,0.04635761589403974,0.0,0.7663998905533894,0.14731569483688672,0.6674195369847544
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8586770640946714,0.13627022861546367,0.7387351778656126
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9616936862986524,0.18905728230156693,0.846979107848673
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2325969689185718,0.8977413890457369
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10989010989010989,0.20198675496688742,0.0,0.7350707982762159,0.19085538145389158,0.6607001693958215
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03663003663003663,0.033112582781456956,0.0,0.5762364046788426,0.07269458001541228,0.47763975155279503
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8107257678363774,0.114307731826355,0.6894974590626765
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072439975374512,0.16645260724377087,0.792094861660079
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8969833777960189,0.15630619059851014,0.7791643139469226
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960325603666461,0.1765990238890316,0.8698475437605873
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9351528832341475,0.1875160544567172,0.8243929983060418
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8422600725083795,0.13370151554071408,0.7240542066629023
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17582417582417584,0.17218543046357618,0.0,0.56146111225118,0.08823529411764706,0.4722755505364201
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745536630412477,0.08605188800410994,0.6232636928289103
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06593406593406594,0.2218543046357616,0.0,0.7527190642314796,0.15604931929103516,0.6599661208356861
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08278145695364239,0.0,0.8653806689924072,0.13203185204212686,0.7424054206662902
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27472527472527475,0.25165562913907286,0.0,0.7138655174772557,0.16658104289750836,0.632523997741389
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.824885423079554,0.177241202157719,0.7288537549407115
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8317942403721185,0.12214230670434113,0.7103331451157539
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5873178739995896,0.057924479835602366,0.48029361942405424
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003311258278145696,0.0,0.7539503386004515,0.07179553043924992,0.6239412761151891
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15231788079470202,0.0,0.7832957110609481,0.14821474441304905,0.6817617165443253
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003311258278145696,0.0,0.8610712087010056,0.14089391215001285,0.7427442123094297
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9335795882071277,0.16812227074235808,0.8145680406549971
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9584102879813942,0.17197534035448242,0.8367588932806325
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26821192052980136,0.0,0.9440454203433887,0.19920369894682766,0.8368718238283455
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6857514193857309,0.07115335217056255,0.5673630717108978
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7334290991175867,0.0868225019265348,0.6136081309994353
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291392,0.0,0.8829605308160614,0.12830721808374002,0.7552795031055901
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9488337095560572,0.14808630875931156,0.818351214003388
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873452356522335,0.16632417159003338,0.8581592320722755
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16483516483516483,0.13245033112582782,0.0,0.9578630549285178,0.22591831492422298,0.8600225861095427
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.807442369519119,0.1360133573079887,0.6963297571993224
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6289759901498051,0.07783200616491139,0.52343308865048
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7739243450304398,0.09863858207038274,0.6522303783173349
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383610370066352,0.11559208836372976,0.7128740824392998
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016556291390728478,0.0,0.8915794513988645,0.16619573593629589,0.7790513833992095
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10596026490066227,0.0,0.9047814487995075,0.1753146673516568,0.7939582156973461
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08940397350993379,0.0,0.9719543060400849,0.18969946057025433,0.8557312252964426
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8739311854436008,0.16414076547649625,0.7635798983625071
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6429988371297627,0.0856665810428975,0.5384528514963297
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7505985361515836,0.0954276907269458,0.6315640880858272
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05629139072847683,0.0,0.8571721731992613,0.16683791420498328,0.7509316770186335
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071071892742323,0.1673516568199332,0.792377188029362
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9097065462753952,0.17968147957873104,0.7999435347261434
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013245033112582783,0.0,0.7972501539092962,0.16670947855124585,0.7014116318464144
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003311258278145696,0.0,0.6215199398043643,0.074235807860262,0.5156973461321287
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4967508037485464,0.04353968661700487,0.39920948616600793
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7090772282645872,0.09324428461340868,0.5963297571993225
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049668874172185434,0.0,0.8486900608796771,0.15848959671204726,0.7402597402597403
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8845338258430809,0.16401232982275882,0.77227555053642
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9413776592106163,0.19085538145389158,0.8309994353472614
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05629139072847683,0.0,0.9480812641083521,0.2010017980991523,0.8409937888198757
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8263903139749641,0.13434369380940148,0.711236589497459
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6206990902250497,0.07230927305419983,0.5141727837380011
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144811546617416,0.10595941433341895,0.6063805759457933
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003311258278145696,0.0,0.8482112319584104,0.1532237349088107,0.7375494071146245
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8508789930911828,0.15604931929103516,0.7409937888198758
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910801012381148,0.19676342152581555,0.8083568605307736
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.026490066225165566,0.0,0.924755455229496,0.19894682763935267,0.8208356860530774
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9257815172036391,0.16452607243770873,0.8065499717673631
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7189958273479718,0.09298741330593373,0.6044042913608131
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45364238410596036,0.0,0.7654422327108558,0.20202928332905218,0.6906832298136646
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06622516556291391,0.0,0.8233121280525344,0.14872848702799896,0.7150197628458498
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016556291390728478,0.0,0.8375401874273206,0.2120472643205754,0.7546019198193111
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9040290033518025,0.2183406113537118,0.8122529644268774
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8752992680757917,0.25584382224505525,0.8050254093732354
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8323414734249949,0.20729514513228875,0.7482213438735178
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6286339694917573,0.12483945543282814,0.5438170525127047
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733839523907244,0.1302337528898022,0.6330321852060983
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019016348587455,0.15900333932699717,0.7018633540372671
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8609344004377865,0.1764705882352941,0.7582721626199888
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8818660647103086,0.20138710506036478,0.7865047995482778
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.886038716738491,0.23028512715129723,0.8026538678712591
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9026609207196116,0.18802979707166712,0.7977978543195935
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.71017169437034,0.0994091959928076,0.5999435347261434
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7111977563444832,0.11931672232211661,0.6095426312817617
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8890484985293111,0.19714872848702802,0.7905702992659515
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8906901976879403,0.18725918314924223,0.7875776397515528
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888774882002873,0.22270742358078605,0.8015810276679842
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8788562829194885,0.22823015669149754,0.7958215697346133
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7543607633901088,0.15039815052658617,0.6588368153585545
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5662494014638485,0.08862060107885948,0.4763975155279503
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7280251727204323,0.14988440791163626,0.6368718238283456
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021068472535742,0.1696634985872078,0.7067193675889328
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8623024830699774,0.20524017467248912,0.7720496894409938
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8319994527669472,0.22245055227331106,0.7546019198193111
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8295369040290034,0.2319547906498844,0.7567476002258611
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09933774834437087,0.0,0.8208495793145907,0.22771641407654764,0.7477131564088085
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.006622516556291392,0.0,0.6317805595457966,0.11687644490110453,0.5429136081309994
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7358916478555305,0.15900333932699717,0.6473743647656691
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8060742868869281,0.19958900590804007,0.723150762281197
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8239961693686298,0.2257898792704855,0.7494635798983625
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8553936657774129,0.24043154379655796,0.7818181818181819
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7577125658389767,0.1834061135371179,0.6761151891586674
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5464806074286888,0.09773953249422039,0.4640880858272163
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4393597373281346,0.06717184690470075,0.3622247317899492
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4158971201860593,0.04957616234266632,0.3351214003387917
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7186538066899241,0.14718725918314923,0.6279503105590062
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.026490066225165566,0.0,0.7654422327108558,0.22206524531209865,0.6994918125352908
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8430809220876941,0.25558695093758027,0.778317334839074
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8488268691428963,0.2423580786026201,0.777244494635799
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6617415691907792,0.16760852812740817,0.5899491812535291
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.48344370860927155,0.0,0.44592653396265136,0.12599537631646546,0.39350649350649347
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23841059602649006,0.0,0.6503180792119845,0.1961212432571282,0.5930547713156409
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12251655629139073,0.0,0.7410219577262467,0.22938607757513485,0.6825522303783174
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7722142417402011,0.2040842537888518,0.6971767363071711
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848416444353239,0.22373490881068586,0.7687182382834556
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.043046357615894044,0.0,0.8847390382379096,0.2692011302337529,0.8186900056465274
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06291390728476821,0.0,0.7718038169505439,0.20074492679167738,0.6953698475437606
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6260346124905944,0.1529668636013357,0.5540372670807453
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019867549668874173,0.0,0.7174225323209522,0.16940662727973282,0.6367024280067758
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003311258278145696,0.0,0.7528558724946988,0.19034163883894167,0.6751552795031056
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8050482249127847,0.21512972001027486,0.7291360813099944
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8494425063273822,0.27189827896223995,0.7907396950875212
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8309049866611944,0.26277934754687904,0.7714285714285715
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6877351392024078,0.1935525301823786,0.6228119706380576
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11920529801324503,0.0,0.5765784253368904,0.12599537631646546,0.5013551665725579
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18874172185430463,0.0,0.7071619125795199,0.21179039301310043,0.64686617730096
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08940397350993379,0.0,0.7735139202407826,0.2343950680708965,0.7115753811405985
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8263903139749641,0.24133059337272028,0.7582721626199888
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8525890963814214,0.2587978422810172,0.7875776397515528
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8629181202544635,0.2559722578987927,0.7948616600790513
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6429988371297627,0.19124068841510405,0.584867306606437
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21192052980132453,0.0,0.5379300909774951,0.11623426663241716,0.4651609260304912
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6860934400437787,0.16259953763164653,0.6078486730660644
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291392,0.0,0.7918462275121417,0.26393526843051635,0.7396950875211745
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8138039537588071,0.24929360390444388,0.7513833992094862
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8487584650112868,0.27806319034163884,0.7928853754940711
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8518366509337164,0.2653480606216286,0.789836250705816
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37086092715231794,0.0,0.782543265613243,0.28769586437194966,0.7424618859401468
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09602649006622517,0.0,0.5269854299199672,0.1433341895710249,0.46804065499717673
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6695396401942678,0.17056254816337013,0.5976849237718803
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582783,0.0,0.759627881524044,0.20935011559208838,0.6891022021456804
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12913907284768214,0.0,0.788015596142007,0.2532751091703057,0.7318464144551101
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7018947944455846,0.22912920626765992,0.6501411631846414
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.42328476639989054,0.09915232468533265,0.3630152456239413
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38217388330255153,0.08014384793218597,0.3207227555053642
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43566591422121903,0.08142820446956074,0.36544325239977415
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5903276557904098,0.15887490367325968,0.5271597967250141
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039735099337748346,0.0,0.7380121759354266,0.2108913434369381,0.6719367588932806
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8103837471783296,0.2501926534806062,0.7489553924336533
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09933774834437087,0.0,0.8670907722826459,0.34998715643462625,0.839638622247318
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.822764894999658,0.3052915489339841,0.783399209486166
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6800054723305288,0.24659645517595685,0.639751552795031
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5646077023052193,0.18070896480863086,0.515527950310559
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6584581708735208,0.2332391471872592,0.6160926030491248
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13907284768211922,0.0,0.7603119228401396,0.31954790649884407,0.7381140598531903
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.039735099337748346,0.0,0.8211231958410289,0.36758284099666066,0.8094297007340485
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8218756412887339,0.3790136141792962,0.8150762281197064
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7321978247486148,0.38158232725404573,0.7421795595708639
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10596026490066227,0.0,0.7102400985019496,0.2937323400976111,0.6854319593450028
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6338326834940831,0.23208322630362188,0.5952569169960474
